Time;State;Val
0.0167291164398;1;0
0.0172023905983;1;0
0.0172032905983;1;-0.5
0.0172034905983;1;0.5
0.0172043905983;1;0
0.0173790354865;1;0
0.0173790454865;-1;0
0.0176801581519;-1;0
0.0176801681519;1;0
0.0178563727608;1;0
0.0178572727608;1;-0.5
0.0178574727608;1;0.5
0.0178583727608;1;0
0.018000115885;1;0
0.018000125885;-1;0
0.0184743537178;-1;0
0.0184752537178;-1;-0.5
0.0184754537178;-1;0.5
0.0184763537178;-1;0
0.0186071295874;-1;0
0.0186071395874;1;0
0.0190794600716;1;0
0.0190803600716;1;-0.5
0.0190805600716;1;0.5
0.0190814600716;1;0
0.0192429919379;1;0
0.0192430019379;-1;0
0.019543160929;-1;0
0.019543170929;1;0
0.0197184218636;1;0
0.0197193218636;1;-0.5
0.0197195218636;1;0.5
0.0197204218636;1;0
0.0198621649878;1;0
0.0198621749878;-1;0
0.0201671023505;-1;0
0.0201671123505;1;0
0.0203383101692;1;0
0.0203392101692;1;-0.5
0.0203394101692;1;0.5
0.0203403101692;1;0
0.0204861064093;1;0
0.0204861164093;-1;0
0.0208060641425;-1;0
0.0208060741425;1;0
0.0209634436836;1;0
0.0209643436836;1;-0.5
0.0209645436836;1;0.5
0.0209654436836;1;0
0.0211260218756;1;0
0.0211260318756;-1;0
0.021600498127;-1;0
0.021601398127;-1;-0.5
0.021601598127;-1;0.5
0.021602498127;-1;0
0.0217311282294;-1;0
0.0217311382294;1;0
0.0220560927527;1;0
0.0220561027527;-1;0
0.0222075118294;-1;0
0.0222084118294;-1;-0.5
0.0222086118294;-1;0.5
0.0222095118294;-1;0
0.0223491091864;-1;0
0.0223491191864;1;0
0.0228223933449;1;0
0.0228232933449;1;-0.5
0.0228234933449;1;0.5
0.0228243933449;1;0
0.0229790110724;1;0
0.0229790210724;-1;0
0.0234534873238;-1;0
0.0234543873238;-1;-0.5
0.0234545873238;-1;0.5
0.0234554873238;-1;0
0.0235810179846;-1;0
0.0235810279846;1;0
0.0240543021431;1;0
0.0240552021431;1;-0.5
0.0240554021431;1;0.5
0.0240563021431;1;0
0.0242140193121;1;0
0.0242140293121;-1;0
0.0245129962103;-1;0
0.0245130062103;1;0
0.0246884955635;1;0
0.0246893955635;1;-0.5
0.0246895955635;1;0.5
0.0246904955635;1;0
0.0248300929205;1;0
0.0248301029205;-1;0
0.0251290698187;-1;0
0.0251290798187;1;0
0.0253043307533;1;0
0.0253052307533;1;-0.5
0.0253054307533;1;0.5
0.0253063307533;1;0
0.0254490275519;1;0
0.0254490375519;-1;0
0.0257551570074;-1;0
0.0257551670074;1;0
0.0259263648262;1;0
0.0259272648262;1;-0.5
0.0259274648262;1;0.5
0.0259283648262;1;0
0.0260751147406;1;0
0.0260751247406;-1;0
0.0265493525734;-1;0
0.0265502525734;-1;-0.5
0.0265504525734;-1;0.5
0.0265513525734;-1;0
0.0266811747687;-1;0
0.0266811847687;1;0
0.0270020861761;1;0
0.0270020961761;-1;0
0.0271535052528;-1;0
0.0271544052528;-1;-0.5
0.0271546052528;-1;0.5
0.0271555052528;-1;0
0.0272951026099;-1;0
0.0272951126099;1;0
0.027767433094;1;0
0.027768333094;1;-0.5
0.027768533094;1;0.5
0.027769433094;1;0
0.027930011286;1;0
0.027930021286;-1;0
0.028223981394;-1;0
0.028223991394;1;0
0.0284044875374;1;0
0.0284053875374;1;-0.5
0.0284055875374;1;0.5
0.0284064875374;1;0
0.0285470385687;1;0
0.0285470485687;-1;0
0.0290215148201;-1;0
0.0290224148201;-1;-0.5
0.0290226148201;-1;0.5
0.0290235148201;-1;0
0.029149045481;-1;0
0.029149055481;1;0
0.0296223296394;1;0
0.0296232296394;1;-0.5
0.0296234296394;1;0.5
0.0296243296394;1;0
0.0297791857855;1;0
0.0297791957855;-1;0
0.0302543772926;-1;0
0.0302552772926;-1;-0.5
0.0302554772926;-1;0.5
0.0302563772926;-1;0
0.0303871531622;-1;0
0.0303871631622;1;0
0.0308594836464;1;0
0.0308603836464;1;-0.5
0.0308605836464;1;0.5
0.0308614836464;1;0
0.0310242076056;1;0
0.0310242176056;-1;0
0.0314984454384;-1;0
0.0314993454384;-1;-0.5
0.0314995454384;-1;0.5
0.0315004454384;-1;0
0.0316271681921;-1;0
0.0316271781921;1;0
0.0319530863898;1;0
0.0319530963898;-1;0
0.0321004523506;-1;0
0.0321013523506;-1;-0.5
0.0321015523506;-1;0.5
0.0321024523506;-1;0
0.032243003382;-1;0
0.032243013382;1;0
0.0325691599982;1;0
0.0325691699982;-1;0
0.0327153338661;-1;0
0.0327162338661;-1;-0.5
0.0327164338661;-1;0.5
0.0327173338661;-1;0
0.032858123316;-1;0
0.032858133316;1;0
0.0333304538002;1;0
0.0333313538002;1;-0.5
0.0333315538002;1;0.5
0.0333324538002;1;0
0.0334901709692;1;0
0.0334901809692;-1;0
0.0337870021002;-1;0
0.0337870121002;1;0
0.0339675082436;1;0
0.0339684082436;1;-0.5
0.0339686082436;1;0.5
0.0339695082436;1;0
0.0341110129492;1;0
0.0341110229492;-1;0
0.0345854892006;-1;0
0.0345863892006;-1;-0.5
0.0345865892006;-1;0.5
0.0345874892006;-1;0
0.0347151656287;-1;0
0.0347151756287;1;0
0.0351874961128;1;0
0.0351883961128;1;-0.5
0.0351885961128;1;0.5
0.0351894961128;1;0
0.0353441138403;1;0
0.0353441238403;-1;0
0.035649051203;-1;0
0.035649061203;1;0
0.0358183516731;1;0
0.0358192516731;1;-0.5
0.0358194516731;1;0.5
0.0358203516731;1;0
0.0359690089362;1;0
0.0359690189362;-1;0
0.0364422930946;-1;0
0.0364431930946;-1;-0.5
0.0364433930946;-1;0.5
0.0364442930946;-1;0
0.0365710158484;-1;0
0.0365710258484;1;0
0.0368971724646;1;0
0.0368971824646;-1;0
0.0370443000069;-1;0
0.0370452000069;-1;-0.5
0.0370454000069;-1;0.5
0.0370463000069;-1;0
0.0371911425726;-1;0
0.0371911525726;1;0
0.0375141997473;1;0
0.0375142097473;-1;0
0.0376634730568;-1;0
0.0376643730568;-1;-0.5
0.0376645730568;-1;0.5
0.0376654730568;-1;0
0.0378031630652;-1;0
0.0378031730652;1;0
0.0382764472237;1;0
0.0382773472237;1;-0.5
0.0382775472237;1;0.5
0.0382784472237;1;0
0.0384380717413;1;0
0.0384380817413;-1;0
0.0389154090157;-1;0
0.0389163090157;-1;-0.5
0.0389165090157;-1;0.5
0.0389174090157;-1;0
0.0390391249792;-1;0
0.0390391349792;1;0
0.0393600363867;1;0
0.0393600463867;-1;0
0.0395114554634;-1;0
0.0395123554634;-1;-0.5
0.0395125554634;-1;0.5
0.0395134554634;-1;0
0.0396540064948;-1;0
0.0396540164948;1;0
0.0401263369789;1;0
0.0401272369789;1;-0.5
0.0401274369789;1;0.5
0.0401283369789;1;0
0.0402860541479;1;0
0.0402860641479;-1;0
0.0405950446265;-1;0
0.0405950546265;1;0
0.0407602919807;1;0
0.0407611919807;1;-0.5
0.0407613919807;1;0.5
0.0407622919807;1;0
0.0409140486853;1;0
0.0409140586853;-1;0
0.0413882865181;-1;0
0.0413891865181;-1;-0.5
0.0413893865181;-1;0.5
0.0413902865181;-1;0
0.0415170092719;-1;0
0.0415170192719;1;0
0.0418431658881;1;0
0.0418431758881;-1;0
0.041989339756;-1;0
0.041990239756;-1;-0.5
0.041990439756;-1;0.5
0.041991339756;-1;0
0.0421330828802;-1;0
0.0421330928802;1;0
0.0426054133644;1;0
0.0426063133644;1;-0.5
0.0426065133644;1;0.5
0.0426074133644;1;0
0.0427660842078;1;0
0.0427660942078;-1;0
0.043065061106;-1;0
0.043065071106;1;0
0.0432415141335;1;0
0.0432424141335;1;-0.5
0.0432426141335;1;0.5
0.0432435141335;1;0
0.0433850188391;1;0
0.0433850288391;-1;0
0.0438594950905;-1;0
0.0438603950905;-1;-0.5
0.0438605950905;-1;0.5
0.0438614950905;-1;0
0.0439870257513;-1;0
0.0439870357513;1;0
0.0444593562355;1;0
0.0444602562355;1;-0.5
0.0444604562355;1;0.5
0.0444613562355;1;0
0.0446190734045;1;0
0.0446190834045;-1;0
0.0450945033302;-1;0
0.0450954033302;-1;-0.5
0.0450956033302;-1;0.5
0.0450965033302;-1;0
0.0452191729681;-1;0
0.0452191829681;1;0
0.0456915034523;1;0
0.0456924034523;1;-0.5
0.0456926034523;1;0.5
0.0456935034523;1;0
0.0458559889929;1;0
0.0458559989929;-1;0
0.0461530585425;-1;0
0.0461530685425;1;0
0.0463323725929;1;0
0.0463332725929;1;-0.5
0.0463334725929;1;0.5
0.0463343725929;1;0
0.0464751620428;1;0
0.0464751720428;-1;0
0.0469493998756;-1;0
0.0469502998756;-1;-0.5
0.0469504998756;-1;0.5
0.0469513998756;-1;0
0.0470759768622;-1;0
0.0470759868622;1;0
0.0475483073463;1;0
0.0475492073463;1;-0.5
0.0475494073463;1;0.5
0.0475503073463;1;0
0.0477089781897;1;0
0.0477089881897;-1;0
0.0480031867163;-1;0
0.0480031967163;1;0
0.0481834544411;1;0
0.0481843544411;1;-0.5
0.0481845544411;1;0.5
0.0481854544411;1;0
0.0483250517981;1;0
0.0483250617981;-1;0
0.0487992896309;-1;0
0.0488001896309;-1;-0.5
0.0488003896309;-1;0.5
0.0488012896309;-1;0
0.0497751135962;-1;0
0.0497751235962;1;0
0.0498020548956;1;0
0.0498020648956;-1;0
0.049868096842;-1;0
0.049868106842;1;0
0.0501840014594;1;0
0.0501840114594;-1;0
0.0502503051033;-1;0
0.0502512051033;-1;-0.5
0.0502514051033;-1;0.5
0.0502523051033;-1;0
0.0504860777991;-1;0
0.0504860877991;1;0
0.0508031745093;1;0
0.0508031845093;-1;0
0.0509584082832;-1;0
0.0509593082832;-1;-0.5
0.0509595082832;-1;0.5
0.0509604082832;-1;0
0.0514080424445;-1;0
0.0514080524445;1;0
0.051765193476;1;0
0.051765203476;-1;0
0.0518803729286;-1;0
0.0518812729286;-1;-0.5
0.0518814729286;-1;0.5
0.0518823729286;-1;0
0.0520222087042;-1;0
0.0520222187042;1;0
0.0523459811346;1;0
0.0523459911346;-1;0
0.052496446537;-1;0
0.052497346537;-1;-0.5
0.052497546537;-1;0.5
0.052498446537;-1;0
0.0526389975684;-1;0
0.0526390075684;1;0
0.0531113280525;1;0
0.0531122280525;1;-0.5
0.0531124280525;1;0.5
0.0531133280525;1;0
0.0532719988959;1;0
0.0532720088959;-1;0
0.0535671610968;-1;0
0.0535671710968;1;0
0.0537474288216;1;0
0.0537483288216;1;-0.5
0.0537485288216;1;0.5
0.0537494288216;1;0
0.0538840193884;1;0
0.0538840293884;-1;0
0.0541841883795;-1;0
0.0541841983795;1;0
0.0543584956398;1;0
0.0543593956398;1;-0.5
0.0543595956398;1;0.5
0.0543604956398;1;0
0.0545041461127;1;0
0.0545041561127;-1;0
0.0548031230109;-1;0
0.0548031330109;1;0
0.0549783839455;1;0
0.0549792839455;1;-0.5
0.0549794839455;1;0.5
0.0549803839455;1;0
0.0551221270697;1;0
0.0551221370697;-1;0
0.0554270644324;-1;0
0.0554270744324;1;0
0.0555963649025;1;0
0.0555972649025;1;-0.5
0.0555974649025;1;0.5
0.0555983649025;1;0
0.0557470221655;1;0
0.0557470321655;-1;0
0.0562234057655;-1;0
0.0562243057655;-1;-0.5
0.0562245057655;-1;0.5
0.0562254057655;-1;0
0.0563480754034;-1;0
0.0563480854034;1;0
0.0566739936011;1;0
0.0566740036011;-1;0
0.0568204058876;-1;0
0.0568213058876;-1;-0.5
0.0568215058876;-1;0.5
0.0568224058876;-1;0
0.0569631953375;-1;0
0.0569632053375;1;0
0.0574352874031;1;0
0.0574361874031;1;-0.5
0.0574363874031;1;0.5
0.0574372874031;1;0
0.0575950045721;1;0
0.0575950145721;-1;0
0.057893027796;-1;0
0.057893037796;1;0
0.0580694808235;1;0
0.0580703808235;1;-0.5
0.0580705808235;1;0.5
0.0580714808235;1;0
0.0582129855292;1;0
0.0582129955292;-1;0
0.0586903228035;-1;0
0.0586912228035;-1;-0.5
0.0586914228035;-1;0.5
0.0586923228035;-1;0
0.0588171382086;-1;0
0.0588171482086;1;0
0.0592904223671;1;0
0.0592913223671;1;-0.5
0.0592915223671;1;0.5
0.0592924223671;1;0
0.0594510932104;1;0
0.0594511032104;-1;0
0.0599253310432;-1;0
0.0599262310432;-1;-0.5
0.0599264310432;-1;0.5
0.0599273310432;-1;0
0.0600571532385;-1;0
0.0600571632385;1;0
0.0605294837227;1;0
0.0605303837227;1;-0.5
0.0605305837227;1;0.5
0.0605314837227;1;0
0.0653931994574;1;0
0.0653932094574;-1;0
0.0656781096594;-1;0
0.0656781196594;1;0
0.0659999747412;1;0
0.0659999847412;-1;0
0.0661513938179;-1;0
0.0661522938179;-1;-0.5
0.0661524938179;-1;0.5
0.0661533938179;-1;0
0.0662941832678;-1;0
0.0662941932678;1;0
0.0666160483496;1;0
0.0666160583496;-1;0
0.0667674674263;-1;0
0.0667683674263;-1;-0.5
0.0667685674263;-1;0.5
0.0667694674263;-1;0
0.0669090647833;-1;0
0.0669090747833;1;0
0.0672299761908;1;0
0.0672299861908;-1;0
0.0673813952675;-1;0
0.0673822952675;-1;-0.5
0.0673824952675;-1;0.5
0.0673833952675;-1;0
0.0675191779272;-1;0
0.0675191879272;1;0
0.0678441424506;1;0
0.0678441524506;-1;0
0.0679915084114;-1;0
0.0679924084114;-1;-0.5
0.0679926084114;-1;0.5
0.0679935084114;-1;0
0.0681331057684;-1;0
0.0681331157684;1;0
0.0684580702917;1;0
0.0684580802917;-1;0
0.0686054362526;-1;0
0.0686063362526;-1;-0.5
0.0686065362526;-1;0.5
0.0686074362526;-1;0
0.0687470336096;-1;0
0.0687470436096;1;0
0.0690719981329;1;0
0.0690720081329;-1;0
0.0692193640938;-1;0
0.0692202640938;-1;-0.5
0.0692204640938;-1;0.5
0.0692213640938;-1;0
0.0693650145667;-1;0
0.0693650245667;1;0
0.069687118067;1;0
0.069687128067;-1;0
0.0698382987251;-1;0
0.0698391987251;-1;-0.5
0.0698393987251;-1;0.5
0.0698402987251;-1;0
0.0699801345007;-1;0
0.0699801445007;1;0
0.0704534186592;1;0
0.0704543186592;1;-0.5
0.0704545186592;1;0.5
0.0704554186592;1;0
0.0706272025244;1;0
0.0706272125244;-1;0
0.0709261794226;-1;0
0.0709261894226;1;0
0.0711054934731;1;0
0.0711063934731;1;-0.5
0.0711065934731;1;0.5
0.0711074934731;1;0
0.0712451834814;1;0
0.0712451934814;-1;0
0.0715441603796;-1;0
0.0715441703796;1;0
0.0717203749886;1;0
0.0717212749886;1;-0.5
0.0717214749886;1;0.5
0.0717223749886;1;0
0.0718700785773;1;0
0.0718700885773;-1;0
0.072345508503;-1;0
0.072346408503;-1;-0.5
0.072346608503;-1;0.5
0.072347508503;-1;0
0.0724720854895;-1;0
0.0724720954895;1;0
0.0729444159737;1;0
0.0729453159737;1;-0.5
0.0729455159737;1;0.5
0.0729464159737;1;0
0.073117007746;1;0
0.073117017746;-1;0
0.0734140772955;-1;0
0.0734140872955;1;0
0.073593391346;1;0
0.073594291346;1;-0.5
0.073594491346;1;0.5
0.073595391346;1;0
0.0737340350287;1;0
0.0737340450287;-1;0
0.0742085112801;-1;0
0.0742094112801;-1;-0.5
0.0742096112801;-1;0.5
0.0742105112801;-1;0
0.0743360419409;-1;0
0.0743360519409;1;0
0.0748083724251;1;0
0.0748092724251;1;-0.5
0.0748094724251;1;0.5
0.0748103724251;1;0
0.0749730963843;1;0
0.0749731063843;-1;0
0.0752720732825;-1;0
0.0752720832825;1;0
0.0754473342171;1;0
0.0754482342171;1;-0.5
0.0754484342171;1;0.5
0.0754493342171;1;0
0.0755920310156;1;0
0.0755920410156;-1;0
0.0758950610297;-1;0
0.0758950710297;1;0
0.076066507267;1;0
0.076067407267;1;-0.5
0.076067607267;1;0.5
0.076068507267;1;0
0.0762140650885;1;0
0.0762140750885;-1;0
0.0765221018927;-1;0
0.0765221118927;1;0
0.0766883029213;1;0
0.0766892029213;1;-0.5
0.0766894029213;1;0.5
0.0766903029213;1;0
0.0768420596259;1;0
0.0768420696259;-1;0
0.0773162974586;-1;0
0.0773171974586;-1;-0.5
0.0773173974586;-1;0.5
0.0773182974586;-1;0
0.0774440665381;-1;0
0.0774440765381;1;0
0.0777690310614;1;0
0.0777690410614;-1;0
0.0779163970222;-1;0
0.0779172970222;-1;-0.5
0.0779174970222;-1;0.5
0.0779183970222;-1;0
0.0780620474951;-1;0
0.0780620574951;1;0
0.0785343779793;1;0
0.0785352779793;1;-0.5
0.0785354779793;1;0.5
0.0785363779793;1;0
0.0786950488226;1;0
0.0786950588226;-1;0
0.0791704787483;-1;0
0.0791713787483;-1;-0.5
0.0791715787483;-1;0.5
0.0791724787483;-1;0
0.0792970557349;-1;0
0.0792970657349;1;0
0.0797703398933;1;0
0.0797712398933;1;-0.5
0.0797714398933;1;0.5
0.0797723398933;1;0
0.0799291033881;1;0
0.0799291133881;-1;0
0.0802249808447;-1;0
0.0802249908447;1;0
0.0804033412209;1;0
0.0804042412209;1;-0.5
0.0804044412209;1;0.5
0.0804053412209;1;0
0.0805470843451;1;0
0.0805470943451;-1;0
0.0808470149176;-1;0
0.0808470249176;1;0
0.0810225142708;1;0
0.0810234142708;1;-0.5
0.0810236142708;1;0.5
0.0810245142708;1;0
0.0811660189764;1;0
0.0811660289764;-1;0
0.0814731021063;-1;0
0.0814731121063;1;0
0.0816404952278;1;0
0.0816413952278;1;-0.5
0.0816415952278;1;0.5
0.0816424952278;1;0
0.081796159281;1;0
0.081796169281;-1;0
0.0822723044624;-1;0
0.0822732044624;-1;-0.5
0.0822734044624;-1;0.5
0.0822743044624;-1;0
0.0823922057288;-1;0
0.0823922157288;1;0
0.082720031275;1;0
0.082720041275;-1;0
0.0828642977943;-1;0
0.0828651977943;-1;-0.5
0.0828653977943;-1;0.5
0.0828662977943;-1;0
0.0830120940344;-1;0
0.0830121040344;1;0
0.0834844245186;1;0
0.0834853245186;1;-0.5
0.0834855245186;1;0.5
0.0834864245186;1;0
0.0836419959204;1;0
0.0836420059204;-1;0
0.08393906547;-1;0
0.08393907547;1;0
0.0841164721718;1;0
0.0841173721718;1;-0.5
0.0841175721718;1;0.5
0.0841184721718;1;0
0.0842571158545;1;0
0.0842571258545;-1;0
0.0847313536873;-1;0
0.0847322536873;-1;-0.5
0.0847324536873;-1;0.5
0.0847333536873;-1;0
0.0848631758826;-1;0
0.0848631858826;1;0
0.085336460041;1;0
0.085337360041;1;-0.5
0.085337560041;1;0.5
0.085338460041;1;0
0.0854921240942;1;0
0.0854921340942;-1;0
0.085966361927;-1;0
0.085967261927;-1;-0.5
0.085967461927;-1;0.5
0.085968361927;-1;0
0.0860919852393;-1;0
0.0860919952393;1;0
0.0865643157234;1;0
0.0865652157234;1;-0.5
0.0865654157234;1;0.5
0.0865663157234;1;0
0.0867350001471;1;0
0.0867350101471;-1;0
0.0872094763985;-1;0
0.0872103763985;-1;-0.5
0.0872105763985;-1;0.5
0.0872114763985;-1;0
0.0873331923621;-1;0
0.0873332023621;1;0
0.0876610179083;1;0
0.0876610279083;-1;0
0.0878052844276;-1;0
0.0878061844276;-1;-0.5
0.0878063844276;-1;0.5
0.0878072844276;-1;0
0.0879521269934;-1;0
0.0879521369934;1;0
0.0882761378424;1;0
0.0882761478424;-1;0
0.0884244574776;-1;0
0.0884253574776;-1;-0.5
0.0884255574776;-1;0.5
0.0884264574776;-1;0
0.0885670085089;-1;0
0.0885670185089;1;0
0.0890424384346;1;0
0.0890433384346;1;-0.5
0.0890435384346;1;0.5
0.0890444384346;1;0
0.0891990561621;1;0
0.0891990661621;-1;0
0.089497079386;-1;0
0.089497089386;1;0
0.0896744860878;1;0
0.0896753860878;1;-0.5
0.0896755860878;1;0.5
0.0896764860878;1;0
0.0898170371191;1;0
0.0898170471191;-1;0
0.0902915133705;-1;0
0.0902924133705;-1;-0.5
0.0902926133705;-1;0.5
0.0902935133705;-1;0
0.0904221434729;-1;0
0.0904221534729;1;0
0.0908944739571;1;0
0.0908953739571;1;-0.5
0.0908955739571;1;0.5
0.0908964739571;1;0
0.0910520453589;1;0
0.0910520553589;-1;0
0.0913581748145;-1;0
0.0913581848145;1;0
0.0915303363075;1;0
0.0915312363075;1;-0.5
0.0915314363075;1;0.5
0.0915323363075;1;0
0.0916991133826;1;0
0.0916991233826;-1;0
0.0921743048897;-1;0
0.0921752048897;-1;-0.5
0.0921754048897;-1;0.5
0.0921763048897;-1;0
0.0922820468085;-1;0
0.0922820568085;1;0
0.0926060576575;1;0
0.0926060676575;-1;0
0.0927553309669;-1;0
0.0927562309669;-1;-0.5
0.0927564309669;-1;0.5
0.0927573309669;-1;0
0.0928981204169;-1;0
0.0928981304169;1;0
0.0932261843817;1;0
0.0932261943817;-1;0
0.093370450901;-1;0
0.093371350901;-1;-0.5
0.093371550901;-1;0.5
0.093372450901;-1;0
0.0935170550482;-1;0
0.0935170650482;1;0
0.0939893855324;1;0
0.0939902855324;1;-0.5
0.0939904855324;1;0.5
0.0939913855324;1;0
0.0941481490271;1;0
0.0941481590271;-1;0
0.0946233405342;-1;0
0.0946242405342;-1;-0.5
0.0946244405342;-1;0.5
0.0946253405342;-1;0
0.0947480101721;-1;0
0.0947480201721;1;0
0.0950720210211;1;0
0.0950720310211;-1;0
0.0952203406563;-1;0
0.0952212406563;-1;-0.5
0.0952214406563;-1;0.5
0.0952223406563;-1;0
0.0953631301062;-1;0
0.0953631401062;1;0
0.0958364142647;1;0
0.0958373142647;1;-0.5
0.0958375142647;1;0.5
0.0958384142647;1;0
0.095997085108;1;0
0.095997095108;-1;0
0.0963020224707;-1;0
0.0963020324707;1;0
0.0964713229408;1;0
0.0964722229408;1;-0.5
0.0964724229408;1;0.5
0.0964733229408;1;0
0.0966210265295;1;0
0.0966210365295;-1;0
0.0970964564552;-1;0
0.0970973564552;-1;-0.5
0.0970975564552;-1;0.5
0.0970984564552;-1;0
0.097225179209;-1;0
0.097225189209;1;0
0.0975501437323;1;0
0.0975501537323;-1;0
0.0976984633675;-1;0
0.0976993633675;-1;-0.5
0.0976995633675;-1;0.5
0.0977004633675;-1;0
0.0978410143988;-1;0
0.0978410243988;1;0
0.098313344883;1;0
0.098314244883;1;-0.5
0.098314444883;1;0.5
0.098315344883;1;0
0.0984711547034;1;0
0.0984711647034;-1;0
0.0987679858344;-1;0
0.0987679958344;1;0
0.0989453925362;1;0
0.0989462925362;1;-0.5
0.0989464925362;1;0.5
0.0989473925362;1;0
0.0990900893347;1;0
0.0990900993347;-1;0
0.0995643271675;-1;0
0.0995652271675;-1;-0.5
0.0995654271675;-1;0.5
0.0995663271675;-1;0
0.0996930499213;-1;0
0.0996930599213;1;0
0.100165380405;1;0
0.100166280405;1;-0.5
0.100166480405;1;0.5
0.100167380405;1;0
0.100331058039;1;0
0.100331068039;-1;0
0.100805295872;-1;0
0.100806195872;-1;-0.5
0.100806395872;-1;0.5
0.100807295872;-1;0
0.100927104487;-1;0
0.100927114487;1;0
0.101399434971;1;0
0.101400334971;1;-0.5
0.101400534971;1;0.5
0.101401434971;1;0
0.101565112604;1;0
0.101565122604;-1;0
0.101862182154;-1;0
0.101862192154;1;0
0.102039350437;1;0
0.102040250437;1;-0.5
0.102040450437;1;0.5
0.102041350437;1;0
0.10217999412;1;0
0.10218000412;-1;0
0.102655424046;-1;0
0.102656324046;-1;-0.5
0.102656524046;-1;0.5
0.102657424046;-1;0
0.102782001032;-1;0
0.102782011032;1;0
0.103255285191;1;0
0.103256185191;1;-0.5
0.103256385191;1;0.5
0.103257285191;1;0
0.10341500236;1;0
0.10341501236;-1;0
0.103713979258;-1;0
0.103713989258;1;0
0.103889478611;1;0
0.103890378611;1;-0.5
0.103890578611;1;0.5
0.103891478611;1;0
0.104032029642;1;0
0.104032039642;-1;0
0.104329099192;-1;0
0.104329109192;1;0
0.104506505894;1;0
0.104507405894;1;-0.5
0.104507605894;1;0.5
0.104508505894;1;0
0.104651202692;1;0
0.104651212692;-1;0
0.104948033823;-1;0
0.104948043823;1;0
0.105126394199;1;0
0.105127294199;1;-0.5
0.105127494199;1;0.5
0.105128394199;1;0
0.105270137324;1;0
0.105270147324;-1;0
0.10556601478;-1;0
0.10556602478;1;0
0.105744375156;1;0
0.105745275156;1;-0.5
0.105745475156;1;0.5
0.105746375156;1;0
0.105888118281;1;0
0.105888128281;-1;0
0.106193055643;-1;0
0.106193065643;1;0
0.106362356113;1;0
0.106363256113;1;-0.5
0.106363456113;1;0.5
0.106364356113;1;0
0.106511106028;1;0
0.106511116028;-1;0
0.106985343861;-1;0
0.106986243861;-1;-0.5
0.106986443861;-1;0.5
0.106987343861;-1;0
0.10711811973;-1;0
